element,system,code,display,occurrences
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228606,Impaired Skin #7- Dressing Status,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229689,CPOT-Pain Assessment Method,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226601,Jackson Pratt #3,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,228794,Pressure ulcer #2- Dressing change,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229732,20 Gauge Dressing Change,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229738,20 Gauge Cap Change,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50803,"Calculated Bicarbonate, Whole Blood",13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50835,"Albumin, Ascites",13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50965,Parathyroid Hormone,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50967,Phenytoin,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50994,Thyroxine (T4),13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51001,Triiodothyronine (T3),13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51216,Fragmented Cells,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51427,Lymphocytes,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51431,Monos,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51436,Polys,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-organism,80004,KLEBSIELLA PNEUMONIAE,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90059,LEGIONELLA CULTURE,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224025,Spiritual Support,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224434,CT #3 Fluctuate,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224779,CT #3 Leak,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225725,Dialysis Catheter Tip Cultured,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225772,Sheath Size,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227802,GI Guaiac QC,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228381,Total Peripheral Resistance (TPR) (NICOM),12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228857,Impaired Skin #5- Type,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228878,PeCO2,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229123,Elimination NCP - Plan revised,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226607,Cerebral Ventricular #2,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226613,Wound Vac #1,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51118,Mesothelial Cell,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52006,UTX3,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52007,UTX4,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-organism,80053,ENTEROCOCCUS SP.,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90115,R/O VANCOMYCIN RESISTANT ENTEROCOCCUS,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90203,Aerobic Bottle Gram Stain,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90205,Fluid Culture in Bottles,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90272,TISSUE,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223941,Popliteal Pulse R,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223946,Popliteal Pulse L,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224121,22 Gauge Reason Discontinued,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225339,IABP Site Appear,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225341,IABP Art. Waveform Appear,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225342,IABP Zero/Calibrate,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225949,NIV Mask,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225979,IABP Size,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225981,IABP Alarms Activated,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225982,IABP Balloon Waveform,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225984,IABP Trigger,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225985,IABP Helium Tubing,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225986,IABP Arterial Waveform Source,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225987,IABP Power Source,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226110,IABP placed in outside facility,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226473,Blood Transfusion Consent,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226846,Feeding Weight,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227355,IABP Dressing Occlusive,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227754,IABP Placement Confirmed by X-ray,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227989,Intra Cranial Pressure #2,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229113,Self harm NCP - Problem resolved,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225337,IABP Dressing Change,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225338,IABP Insertion Date,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225340,IABP Tubing Change,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50873,Anti-Nuclear Antibody,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50906,"Cholesterol, LDL, Measured",11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51294,Target Cells,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-antibiotic,90027,RIFAMPIN,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224661,Baseline Current/mA,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224897,Impaired Skin Depth #4,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224928,Impaired Skin Odor #7,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224988,Undermining Present #4,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226499,Hemodialysis Output,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227446,Brain Natiuretic Peptide (BNP),10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227981,Neuro Drain #2 Type,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227983,Neuro Drain #2 Drainage,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227984,Neuro Drain #2 Level,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227986,Neuro Drain #2 Landmark,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228712,VAP - Prophy,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229148,Metabolic disturbance NCP - Problem resolved,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229154,Palliative Care NCP - Plan revised,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229327,Activity Intolerance  NCP - Expected outcomes,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50864,Alpha-Fetoprotein,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50974,Prostate Specific Antigen,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51338,Immunophenotyping,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52004,UTX1,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52005,UTX2,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52008,UTX5,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90175,HIV-1 Viral Load/Ultrasensitive,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224999,Incision Cleansing #3,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225989,Pericardial Drain Aspiration,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225990,Pericardial Drain Flush,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227440,Digoxin,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227461,Phenytoin (Dilantin),9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228700,DVT Prophy,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226573,Gastric Tube,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226625,Tap,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50842,"Glucose, Ascites",9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50900,Carcinoembyronic Antigen (CEA),9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50915,D-Dimer,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51054,"Lactate Dehydrogenase, Pleural",9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51059,"Total Protein, Pleural",9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51428,Macrophage,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51434,Other Cell,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51446,Lymphocytes,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51450,Monos,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51455,Polys,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51457,"RBC, Pleural",9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51657,HPE1,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51658,HPE2,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51659,HPE3,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51663,HPE7,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52009,UTX6,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52010,UTX7,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52391,"Total Nucleated Cells, Pleural",9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-antibiotic,90014,AMIKACIN,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-organism,80235,STREPTOCOCCUS ANGINOSUS (MILLERI) GROUP,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-organism,80280,VIRIDANS STREPTOCOCCI,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90128,Legionella Urinary Antigen ,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90250,OVA + PARASITES,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,220581,Amylase,8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223771,PCWP,8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228370,CO / CI Change,8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228372,Leg Raise Result (NICOM),8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228373,Passive Leg Raise Performed,8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228377,SVI Change,8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228420,Compression device # 2,8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228522,Impaired Skin #5- Cleanse,8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228858,Impaired Skin #6- Type,8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229293,Pain Control,8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225128,Last dialysis,8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50831,pH,8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50937,Hepatitis A Virus Antibody,8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50948,Immunofixation,8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51053,"Glucose, Pleural",8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52264,Lymphs,8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52272,Monocytes,8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52281,Polys,8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52285,"RBC, CSF",8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52286,"Total Nucleated Cells, CSF",8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-organism,80139,CLOSTRIDIUM DIFFICILE,8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-organism,80155,"STAPHYLOCOCCUS, COAGULASE NEGATIVE",8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90119,HELICOBACTER PYLORI ANTIBODY TEST,8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90199,Immunofluorescent test for Pneumocystis jirovecii (carinii),8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,220507,Activated Clotting Time,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,220650,Total Protein,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223925,Seizure Duration,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224411,Epidural Bolus (mL),7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224420,Vital Cap,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225228,CCO PAC Zero/Calibrate,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225724,Cordis/Introducer Line Tip Cultured,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225739,Cordis/Introducer Discontinued,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227586,GI pH,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227723,AVA Dressing Occlusive,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227728,AVA Line Site Appear,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227730,AVA Waveform Appearance,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227732,AVA Line Placement Confirmed by X-ray,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227761,Sheath Placement Confirmed by X-ray,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228508,Pressure Ulcer #3- Location,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228551,Pressure Ulcer #3- Type,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228622,Pressure Ulcer #3- Width,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228725,Pressure ulcer #3- Length,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228735,Pressure ulcer #3- Wound Base,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228745,Pressure ulcer #3- Surrounding tissue,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228754,Pressure ulcer #2- Drainage,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228815,Pressure ulcer #3- Stage,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228835,Pressure ulcer #3- Tunneling present,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228845,Pressure ulcer #3- Undermining present,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228867,Assist Device,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229858,Therapeutic Bed,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226612,Pericardial,7
